	ID	AV_GC_PCT
14427	AL049812.2	0.412458
14428	AL049812.3	0.414868
14429	AL049820.1	0.408983
14430	AL049829.1	0.339744
14431	AL049829.2	0.45614
14432	AL049829.3	0.456837
14433	AL049830.1	0.461176
14434	AL049830.2	0.427861
14435	AL049830.3	0.39436275
14436	AL049830.4	0.464387
14437	AL049833.1	0.478571
14438	AL049833.2	0.500113
14439	AL049833.3	0.44275
14440	AL049835.1	0.328794
14441	AL049836.1	0.591837
14442	AL049836.2	0.469786
14443	AL049838.1	0.348624
14444	AL049839.1	0.409437
14445	AL049839.2	0.524943
14446	AL049840.1	0.482906
14447	AL049840.2	0.551402
14448	AL049840.3	0.512275
14449	AL049840.4	0.490752
14450	AL049840.5	0.353261
14451	AL049840.6	0.4374785
14452	AL049842.1	0.459094
14453	AL049844.1	0.458005
14454	AL049844.2	0.410828
14455	AL049844.3	0.420455
14456	AL049861.1	0.4
14457	AL049869.1	0.449358
14458	AL049869.2	0.423293
14459	AL049869.3	0.422939
14460	AL049869.4	0.595506
14461	AL049870.1	0.532468
14462	AL049870.2	0.481962
14463	AL049870.3	0.455556
14464	AL049870.4	0.425926
14465	AL049871.1	0.453409
14466	AL049872.1	0.515528
14467	AL049873.1	0.452128
14468	AL049873.2	0.534137
14469	AL049874.1	0.425258
14470	AL049874.2	0.486111
14471	AL049874.3	0.468894
14472	AL049874.4	0.454902
14473	AL049875.1	0.402450667
14474	AL050303.1	0.445415
14475	AL050303.2	0.749249
14476	AL050303.3	0.316901
14477	AL050303.4	0.631865
14478	AL050305.1	0.395935
14479	AL050320.1	0.457399
14480	AL050321.1	0.435
14481	AL050327.1	0.473373
14482	AL050331.1	0.553772
14483	AL050331.2	0.370546
14484	AL050331.3	0.343585
14485	AL050335.1	0.456847
14486	AL050338.1	0.374046
14487	AL050338.2	0.3354965
14488	AL050341.1	0.373802
14489	AL050341.2	0.404283
14490	AL050343.1	0.4430245
14491	AL050343.2	0.357143
14492	AL050344.1	0.500824
14493	AL050349.1	0.468828
14494	AL050402.1	0.503896
14495	AL050403.1	0.446162
14496	AL050403.2	0.4790135
14497	AL050404.1	0.622195
14498	AL078459.1	0.4255725
14499	AL078581.1	0.373529
14500	AL078581.2	0.37037
14501	AL078581.3	0.478495
14502	AL078582.1	0.483366
14503	AL078587.1	0.413284
14504	AL078590.1	0.409186
14505	AL078590.2	0.394175
14506	AL078590.3	0.5043822
14507	AL078595.1	0.362832
14508	AL078595.2	0.373596
14509	AL078595.3	0.321612
14510	AL078596.1	0.306488
14511	AL078599.1	0.488055
14512	AL078599.2	0.450106
14513	AL078601.1	0.512915
14514	AL078601.2	0.451477
14515	AL078601.3	0.433645
14516	AL078603.1	0.389776
14517	AL078604.1	0.45279
14518	AL078604.2	0.455544
14519	AL078604.3	0.445498
14520	AL078605.1	0.38
14521	AL078612.1	0.393333
14522	AL078612.2	0.475232
14523	AL078621.1	0.473958
14524	AL078621.2	0.598854
14525	AL078621.3	0.385896
14526	AL078623.1	0.488423
14527	AL078624.1	0.510055
14528	AL078624.2	0.483755
14529	AL078644.1	0.465426
14530	AL078645.1	0.387707
14531	AL078645.2	0.473962
14532	AL079301.1	0.541335
14533	AL079303.1	0.526998
14534	AL079303.2	0.567164
14535	AL079304.1	0.375604
14536	AL079305.1	0.36004
14537	AL079307.1	0.472919
14538	AL079307.2	0.515625
14539	AL079307.3	0.59364
14540	AL079341.1	0.434134
14541	AL079342.1	0.52809
14542	AL079342.2	0.350622
14543	AL079342.3	0.489083
14544	AL079343.1	0.311688
14545	AL079352.1	0.489443
14546	AL080243.1	0.583019
14547	AL080243.2	0.585911
14548	AL080248.1	0.391753
14549	AL080250.1	0.461097667
14550	AL080251.1	0.59144
14551	AL080273.1	0.502804
14552	AL080274.1	0.440909
14553	AL080276.1	0.578947
14554	AL080276.2	0.4382175
14555	AL080284.1	0.395928
14556	AL080285.1	0.464431
14557	AL080285.2	0.543668
14558	AL080312.1	0.45267
14559	AL080312.2	0.484127
14560	AL080313.1	0.451852
14561	AL080313.2	0.449898
14562	AL080315.1	0.437768
14563	AL080316.1	0.442886
14564	AL080317.1	0.448833
14565	AL080317.2	0.394946
14566	AL080317.3	0.412283
14567	AL096677.1	0.492629
14568	AL096678.1	0.470339
14569	AL096700.1	0.456989
14570	AL096701.1	0.503282
14571	AL096701.2	0.44958
14572	AL096701.3	0.4880245
14573	AL096711.1	0.418773
14574	AL096712.1	0.389937
14575	AL096772.1	0.435339
14576	AL096799.1	0.414698
14577	AL096800.1	0.460246
14578	AL096803.1	0.443683
14579	AL096803.2	0.37223
14580	AL096803.3	0.37782
14581	AL096814.1	0.5791865
14582	AL096816.1	0.445205
14583	AL096817.1	0.420282
14584	AL096828.1	0.629151
14585	AL096828.2	0.53028
14586	AL096828.3	0.536797
14587	AL096829.1	0.536105
14588	AL096829.2	0.373315
14589	AL096840.1	0.419355
14590	AL096855.1	0.4646835
14591	AL096855.2	0.536585
14592	AL096861.1	0.422764
14593	AL096865.1	0.499461
14594	AL096869.1	0.556351
14595	AL096869.2	0.4388475
14596	AL096869.3	0.530084
14597	AL096870.1	0.597849
14598	AL096870.2	0.5235295
14599	AL109610.1	0.454756
14600	AL109613.1	0.5380144
14601	AL109614.1	0.436754
14602	AL109615.1	0.545055
14603	AL109615.2	0.55908
14604	AL109615.3	0.5236245
14605	AL109618.1	0.420677
14606	AL109618.2	0.407583
14607	AL109618.3	0.52093
14608	AL109620.1	0.322473
14609	AL109628.1	0.472678
14610	AL109628.2	0.502488
14611	AL109653.1	0.354839
14612	AL109653.2	0.413146
14613	AL109659.1	0.513057
14614	AL109659.2	0.535842
14615	AL109659.3	0.294737
14616	AL109741.1	0.620347
14617	AL109741.2	0.44898
14618	AL109741.3	0.35473
14619	AL109754.1	0.399614
14620	AL109755.1	0.368259
14621	AL109761.1	0.4330525
14622	AL109763.1	0.383948
14623	AL109766.1	0.414855
14624	AL109767.1	0.494681
14625	AL109797.1	0.627545
14626	AL109804.1	0.514235
14627	AL109806.1	0.49359
14628	AL109807.1	0.363796
14629	AL109809.1	0.5567315
14630	AL109809.2	0.496957
14631	AL109809.3	0.504065
14632	AL109809.4	0.400915
14633	AL109810.1	0.480808
14634	AL109810.2	0.51632
14635	AL109811.1	0.50261
14636	AL109811.2	0.5576
14637	AL109811.3	0.413099
14638	AL109811.4	0.4064832
14639	AL109827.1	0.510124333
14640	AL109837.1	0.59217
14641	AL109837.2	0.433898
14642	AL109838.1	0.467857
14643	AL109910.1	0.56015
14644	AL109910.2	0.613927
14645	AL109913.1	0.350195
14646	AL109914.1	0.486301
14647	AL109917.1	0.657837
14648	AL109918.1	0.4397545
14649	AL109918.2	0.555556
14650	AL109918.3	0.352071
14651	AL109920.1	0.443373
14652	AL109923.1	0.506003
14653	AL109924.1	0.533917
14654	AL109924.2	0.505353
14655	AL109924.3	0.3982315
14656	AL109924.4	0.434328
14657	AL109930.1	0.494475
14658	AL109933.1	0.5427525
14659	AL109933.2	0.5
14660	AL109933.3	0.441489
14661	AL109933.4	0.464968
14662	AL109935.1	0.450317
14663	AL109935.2	0.460759
14664	AL109936.1	0.556522
14665	AL109936.2	0.447692
14666	AL109936.8	0.440397
14667	AL109941.1	0.445415
14668	AL109945.1	0.538574
14669	AL109947.1	0.447644
14670	AL109954.1	0.501344
14671	AL109954.2	0.460377
14672	AL109954.3	0.473118
14673	AL109955.1	0.594156
14674	AL109976.1	0.552307
14675	AL109983.1	0.5
14676	AL110115.1	0.417582
14677	AL110115.2	0.418462
14678	AL110118.1	0.51
14679	AL110118.2	0.460830333
14680	AL110292.1	0.4638365
14681	AL110503.1	0.486891
14682	AL110504.1	0.571429
14683	AL110505.1	0.444444
14684	AL117187.1	0.464088
14685	AL117190.1	0.459446
14686	AL117190.2	0.539792
14687	AL117190.3	0.689655
14688	AL117192.1	0.4658305
14689	AL117209.1	0.519324
14690	AL117258.1	0.536898
14691	AL117328.1	0.512346
14692	AL117328.2	0.564433
14693	AL117329.1	0.508398333
14694	AL117329.2	0.463514
14695	AL117332.1	0.63039
14696	AL117335.1	0.539905333
14697	AL117336.1	0.392105
14698	AL117336.2	0.328358
14699	AL117336.3	0.527973
14700	AL117337.1	0.475225
14701	AL117338.1	0.477021
14702	AL117339.1	0.435247333
14703	AL117339.2	0.466667
14704	AL117339.3	0.469136
14705	AL117339.4	0.394592
14706	AL117339.5	0.449558
14707	AL117341.1	0.410188
14708	AL117342.1	0.44335
14709	AL117344.1	0.426948
14710	AL117348.1	0.482456
14711	AL117348.2	0.654769
14712	AL117350.1	0.467187
14713	AL117351.1	0.298956
14714	AL117351.2	0.267516
14715	AL117372.1	0.492375
14716	AL117378.1	0.497767
14717	AL117378.2	0.356769
14718	AL117379.1	0.477105
14719	AL117381.1	0.446524
14720	AL117382.1	0.4760585
14721	AL117382.2	0.526055
14722	AL117692.1	0.472651
14723	AL117694.1	0.476667
14724	AL118496.1	0.390728
14725	AL118496.2	0.352174
14726	AL118505.1	0.408903
14727	AL118506.1	0.633355
14728	AL118508.1	0.524043
14729	AL118508.2	0.539376
14730	AL118508.3	0.497843
14731	AL118508.4	0.377551
14732	AL118511.1	0.491184
14733	AL118511.2	0.536977
14734	AL118516.1	0.516418
14735	AL118520.1	0.408935
14736	AL118522.1	0.496429
14737	AL118522.2	0.44065
14738	AL118523.1	0.475
14739	AL118556.1	0.308765
14740	AL118556.2	0.332524
14741	AL118557.1	0.595455
14742	AL118558.1	0.523986667
14743	AL118558.2	0.457983
14744	AL118558.3	0.589435
14745	AL118558.4	0.479938
14746	AL121574.1	0.529833
14747	AL121576.1	0.496377
14748	AL121578.1	0.319507
14749	AL121578.2	0.541387
14750	AL121578.3	0.461972
14751	AL121579.1	0.478689
14752	AL121579.2	0.435593
14753	AL121580.1	0.525114
14754	AL121583.1	0.406158
14755	AL121584.1	0.408478
14756	AL121590.1	0.368996
14757	AL121594.1	0.424348
14758	AL121594.2	0.495763
14759	AL121594.3	0.426238
14760	AL121594.4	0.374582
14761	AL121594.5	0.397906
14762	AL121594.6	0.51341
14763	AL121601.1	0.52454
14764	AL121601.2	0.413013
14765	AL121603.1	0.450704
14766	AL121603.2	0.52291
14767	AL121612.1	0.513821
14768	AL121612.2	0.40249
14769	AL121652.1	0.341518
14770	AL121655.1	0.321429
14771	AL121656.1	0.518672
14772	AL121657.1	0.427495
14773	AL121658.1	0.478933
14774	AL121672.1	0.549534
14775	AL121672.2	0.478662
14776	AL121672.3	0.574786
14777	AL121694.1	0.377049
14778	AL121718.1	0.348837
14779	AL121721.1	0.533451
14780	AL121722.1	0.42483
14781	AL121723.1	0.543779
14782	AL121748.1	0.438406
14783	AL121748.2	0.480154
14784	AL121749.1	0.4962115
14785	AL121753.1	0.529301
14786	AL121753.2	0.540726
14787	AL121757.1	0.5223995
14788	AL121757.2	0.322684
14789	AL121758.1	0.52874
14790	AL121759.1	0.4421095
14791	AL121759.2	0.396676
14792	AL121760.1	0.49422
14793	AL121761.1	0.558609333
14794	AL121761.2	0.535194
14795	AL121766.1	0.433265
14796	AL121768.1	0.397406
14797	AL121769.1	0.406484
14798	AL121772.1	0.513062
14799	AL121772.2	0.468013
14800	AL121772.3	0.523739
14801	AL121776.1	0.534946
14802	AL121781.1	0.5
14803	AL121782.1	0.418886
14804	AL121785.1	0.437853
14805	AL121787.1	0.5269655
14806	AL121790.1	0.349593
14807	AL121790.2	0.529867
14808	AL121796.1	0.581545
14809	AL121809.1	0.440518
14810	AL121809.2	0.428152
14811	AL121820.1	0.537961
14812	AL121820.2	0.555556
14813	AL121821.1	0.339623
14814	AL121821.2	0.360406
14815	AL121823.1	0.446694
14816	AL121827.1	0.6062345
14817	AL121829.1	0.590426
14818	AL121829.2	0.612805
14819	AL121830.1	0.48886
14820	AL121832.1	0.5655125
14821	AL121832.2	0.657186
14822	AL121832.3	0.590541
14823	AL121834.1	0.4327165
14824	AL121835.1	0.533898
14825	AL121835.2	0.394061
14826	AL121839.1	0.378059
14827	AL121839.2	0.386144
14828	AL121845.1	0.523707
14829	AL121845.2	0.694587
14830	AL121845.3	0.6862
14831	AL121845.4	0.480392
14832	AL121852.1	0.448837
14833	AL121871.1	0.431193
14834	AL121872.1	0.3726775
14835	AL121873.1	0.442748
14836	AL121877.1	0.414791
14837	AL121878.1	0.402794
14838	AL121882.1	0.369305
14839	AL121885.1	0.478936
14840	AL121885.2	0.466422
14841	AL121885.3	0.53913
14842	AL121886.1	0.503448
14843	AL121890.1	0.439024
14844	AL121890.2	0.406452
14845	AL121890.3	0.344961
14846	AL121890.4	0.536946
14847	AL121890.5	0.358553
14848	AL121892.1	0.44898
14849	AL121894.1	0.417431
14850	AL121894.2	0.551935
14851	AL121895.1	0.552476
14852	AL121895.2	0.310962
14853	AL121899.1	0.580435
14854	AL121900.1	0.497345
14855	AL121901.1	0.480874
14856	AL121902.1	0.418301
14857	AL121904.1	0.3529965
14858	AL121906.1	0.579545
14859	AL121906.2	0.57953
14860	AL121908.1	0.5363815
14861	AL121910.1	0.506
14862	AL121912.1	0.651261
14863	AL121914.1	0.397436
14864	AL121916.1	0.496753
14865	AL121917.1	0.447703333
14866	AL121917.2	0.466667
14867	AL121928.1	0.479846
14868	AL121929.1	0.509542
14869	AL121929.2	0.467179
14870	AL121932.1	0.588785
14871	AL121936.1	0.45111
14872	AL121936.2	0.469789
14873	AL121944.1	0.529155
14874	AL121949.1	0.547521
14875	AL121949.2	0.52261
14876	AL121949.3	0.597403
14877	AL121950.1	0.400096
14878	AL121952.1	0.424132
14879	AL121955.1	0.511551
14880	AL121956.1	0.478036
14881	AL121956.4	0.581756
14882	AL121956.5	0.665158
14883	AL121957.1	0.4580625
14884	AL121970.1	0.405813
14885	AL121972.1	0.460317
14886	AL121972.2	0.486784
14887	AL121974.1	0.408488
14888	AL121977.1	0.443309
14889	AL121978.1	0.334262
14890	AL121983.1	0.58209
14891	AL121983.2	0.48524575
14892	AL121985.1	0.438423
14893	AL121985.2	0.54955
14894	AL121985.3	0.533461
14895	AL121987.1	0.527132
14896	AL121987.2	0.596324
14897	AL121988.1	0.591071
14898	AL121989.1	0.458445
14899	AL121990.1	0.448393
14900	AL121992.1	0.521968
14901	AL121992.2	0.523438
14902	AL121992.3	0.372832
14903	AL121994.1	0.567164
14904	AL121999.1	0.53012
14905	AL122001.1	0.348649
14906	AL122003.1	0.487245
14907	AL122008.1	0.420354
14908	AL122008.2	0.44386
14909	AL122008.3	0.481138
14910	AL122008.4	0.440722
14911	AL122010.1	0.490278
14912	AL122013.1	0.506866
14913	AL122016.1	0.427793
14914	AL122017.1	0.348856
14915	AL122018.1	0.55974
14916	AL122019.1	0.42139
14917	AL122020.1	0.498911
14918	AL122023.1	0.373585
14919	AL122034.1	0.513078
14920	AL122035.1	0.450909
14921	AL122035.2	0.447059
14922	AL122058.1	0.594476
14923	AL122125.1	0.348333
14924	AL122126.1	0.468134
14925	AL122127.1	0.513761
14926	AL132639.1	0.589474
14927	AL132639.2	0.55887
14928	AL132639.3	0.581132
14929	AL132640.1	0.481422
14930	AL132640.2	0.405796
14931	AL132640.3	0.536723
14932	AL132642.1	0.518987
14933	AL132642.2	0.45996
14934	AL132655.1	0.494363
14935	AL132655.2	0.631313
14936	AL132655.3	0.479308
14937	AL132656.1	0.577551
14938	AL132656.2	0.328797
14939	AL132656.3	0.358621
14940	AL132656.4	0.464185
14941	AL132657.1	0.507022
14942	AL132657.2	0.385475
14943	AL132671.1	0.405844
14944	AL132671.2	0.453763
14945	AL132708.1	0.482394
14946	AL132709.1	0.572192
14947	AL132711.1	0.559557
14948	AL132712.1	0.510309
14949	AL132712.2	0.527559
14950	AL132719.1	0.423168
14951	AL132765.1	0.493671
14952	AL132765.2	0.37037
14953	AL132777.1	0.415858
14954	AL132780.1	0.432723
14955	AL132780.2	0.516201333
14956	AL132780.3	0.517365
14957	AL132780.4	0.468722
14958	AL132780.5	0.427692
14959	AL132796.1	0.488518
14960	AL132796.2	0.507834
14961	AL132796.3	0.456667
14962	AL132800.1	0.485673
14963	AL132801.1	0.5048735
14964	AL132819.1	0.485577
14965	AL132821.1	0.454315
14966	AL132822.1	0.362573
14967	AL132838.1	0.594096
14968	AL132838.2	0.471338
14969	AL132855.1	0.603865
14970	AL132857.1	0.344633
14971	AL132857.2	0.523316
14972	AL132875.1	0.38883
14973	AL132875.2	0.378462
14974	AL132989.1	0.420139
14975	AL132994.1	0.5325
14976	AL132994.2	0.52984
14977	AL132996.1	0.44095
14978	AL133153.1	0.379538
14979	AL133153.2	0.511551
14980	AL133162.1	0.401766
14981	AL133163.1	0.532139
14982	AL133163.2	0.488782
14983	AL133163.3	0.521825
14984	AL133166.1	0.404238
14985	AL133167.1	0.4912605
14986	AL133173.1	0.501259
14987	AL133173.2	0.366667
14988	AL133215.1	0.517544
14989	AL133215.2	0.512794
14990	AL133215.3	0.450893
14991	AL133216.1	0.492435
14992	AL133216.2	0.5017425
14993	AL133217.1	0.423529
14994	AL133227.1	0.531987
14995	AL133230.1	0.467408
14996	AL133232.1	0.511387
14997	AL133240.1	0.537931
14998	AL133241.1	0.371663
14999	AL133243.1	0.385246
15000	AL133243.2	0.328809
15001	AL133243.3	0.389481
15002	AL133243.4	0.377292
15003	AL133244.1	0.46124
15004	AL133245.1	0.497436
15005	AL133247.1	0.450464
15006	AL133247.2	0.456432
15007	AL133255.1	0.292517
15008	AL133260.1	0.511111
15009	AL133260.2	0.368687
15010	AL133264.1	0.379004
15011	AL133264.2	0.4907455
15012	AL133267.1	0.488235
15013	AL133268.1	0.45182
15014	AL133268.2	0.509302
15015	AL133268.3	0.462738
15016	AL133268.4	0.455508
15017	AL133270.1	0.519713
15018	AL133271.1	0.484536
15019	AL133279.1	0.425193
15020	AL133279.2	0.432243
15021	AL133279.3	0.460459
15022	AL133284.1	0.398118
15023	AL133297.1	0.532178
15024	AL133297.2	0.589691
15025	AL133299.1	0.589744
15026	AL133304.1	0.382514
15027	AL133304.2	0.396163
15028	AL133304.3	0.553459
15029	AL133319.1	0.455598
15030	AL133320.1	0.385204
15031	AL133325.1	0.439791
15032	AL133325.2	0.463252
15033	AL133325.3	0.488841
15034	AL133329.1	0.430962
15035	AL133330.1	0.40483
15036	AL133330.2	0.393041
15037	AL133338.1	0.423204
15038	AL133338.2	0.552989
15039	AL133342.1	0.467213
15040	AL133343.1	0.548124
15041	AL133343.2	0.548649
15042	AL133343.3	0.547974
15043	AL133346.1	0.606061
15044	AL133351.1	0.4666295
15045	AL133351.2	0.43595
15046	AL133351.3	0.450777
15047	AL133351.4	0.497623
15048	AL133351.5	0.518868
15049	AL133352.1	0.5565602
15050	AL133353.1	0.369637
15051	AL133355.1	0.474874
15052	AL133367.1	0.568299
15053	AL133368.1	0.523342
15054	AL133368.2	0.331606
15055	AL133370.1	0.400372
15056	AL133370.2	0.389522
15057	AL133371.1	0.490838
15058	AL133371.2	0.428571
15059	AL133371.3	0.479929
15060	AL133372.1	0.409396
15061	AL133372.2	0.413351667
15062	AL133372.3	0.395859
15063	AL133373.1	0.478723
15064	AL133373.2	0.537197
15065	AL133375.1	0.554082
15066	AL133380.1	0.746914
15067	AL133383.1	0.435072
15068	AL133383.2	0.336901
15069	AL133384.1	0.430199
15070	AL133384.2	0.426202
15071	AL133387.1	0.534031
15072	AL133387.2	0.543204
15073	AL133387.3	0.54023
15074	AL133388.1	0.466899
15075	AL133393.1	0.390244
15076	AL133396.1	0.366812
15077	AL133396.2	0.438287
15078	AL133399.1	0.516779
15079	AL133406.1	0.536814
15080	AL133406.2	0.451586
15081	AL133406.3	0.399261
15082	AL133410.1	0.432991
15083	AL133410.2	0.579023
15084	AL133412.1	0.381684
15085	AL133415.1	0.456091
15086	AL133417.1	0.462209
15087	AL133419.1	0.346875
15088	AL133445.1	0.455752
15089	AL133445.2	0.360531
15090	AL133453.1	0.409639
15091	AL133456.1	0.556326
15092	AL133457.1	0.41844
15093	AL133461.1	0.470149
15094	AL133464.1	0.44683
15095	AL133465.1	0.470703
15096	AL133466.1	0.62
15097	AL133467.1	0.561934
15098	AL133467.2	0.476663
15099	AL133467.3	0.5163785
15100	AL133467.4	0.457931
15101	AL133475.1	0.413115
15102	AL133477.1	0.396887
15103	AL133480.1	0.429467
15104	AL133480.2	0.435318
15105	AL133481.1	0.536204
15106	AL133481.2	0.53392
15107	AL133481.3	0.495495
15108	AL133482.1	0.471888
15109	AL133485.1	0.446429
15110	AL133492.1	0.488243
15111	AL133499.1	0.605263
15112	AL133507.1	0.394973
15113	AL133516.1	0.631481
15114	AL133517.1	0.541444
15115	AL133520.1	0.46
15116	AL133523.1	0.60423
15117	AL133547.1	0.422727
15118	AL133551.1	0.503273
15119	AL133553.1	0.555241
15120	AL135744.1	0.5469
15121	AL135746.1	0.389397
15122	AL135752.1	0.416136
15123	AL135785.1	0.498747
15124	AL135786.1	0.448598
15125	AL135786.2	0.304065
15126	AL135787.1	0.258278
15127	AL135790.1	0.299363
15128	AL135790.2	0.397004
15129	AL135791.1	0.59201
15130	AL135818.1	0.496907
15131	AL135818.2	0.487943
15132	AL135838.1	0.569127
15133	AL135901.1	0.591592
15134	AL135902.1	0.432292
15135	AL135903.1	0.411321
15136	AL135905.1	0.519351
15137	AL135905.2	0.452279
15138	AL135908.1	0.388056
15139	AL135923.1	0.438776
15140	AL135923.2	0.437126
15141	AL135924.1	0.520095
15142	AL135924.2	0.490305
15143	AL135925.1	0.637272
15144	AL135929.1	0.538043
15145	AL135929.2	0.493069
15146	AL135933.1	0.493766
15147	AL135934.1	0.424581
15148	AL135936.1	0.465932
15149	AL135937.1	0.430727
15150	AL135938.1	0.461279
15151	AL135960.1	0.520565
15152	AL135978.1	0.563191
15153	AL135999.1	0.566759
15154	AL135999.2	0.570581
15155	AL135999.3	0.3867
15156	AL136018.1	0.4943745
15157	AL136038.1	0.467236
15158	AL136038.2	0.427562
15159	AL136038.3	0.47719
15160	AL136038.4	0.600317
15161	AL136038.5	0.433213
15162	AL136040.1	0.549085
15163	AL136040.2	0.469912
15164	AL136084.1	0.496855
15165	AL136084.2	0.479975217
15166	AL136084.3	0.569476
15167	AL136087.1	0.565728
15168	AL136088.1	0.494619
15169	AL136090.1	0.639344
15170	AL136097.1	0.445783
15171	AL136097.2	0.492492
15172	AL136097.3	0.611881
15173	AL136099.1	0.463196
15174	AL136100.1	0.506061
15175	AL136115.1	0.433269
15176	AL136115.2	0.390119
15177	AL136115.3	0.486919
15178	AL136116.1	0.446194
15179	AL136116.2	0.443312
15180	AL136116.3	0.456063
15181	AL136126.1	0.445274
15182	AL136131.1	0.430884
15183	AL136131.2	0.494253
15184	AL136131.3	0.553191
15185	AL136133.1	0.420213
15186	AL136139.1	0.495495
15187	AL136140.1	0.490486
15188	AL136140.2	0.461584
15189	AL136141.1	0.433604
15190	AL136146.1	0.463107
15191	AL136146.2	0.370445
15192	AL136162.1	0.534323
15193	AL136164.1	0.389205
15194	AL136164.2	0.449454
15195	AL136164.3	0.378079
15196	AL136164.4	0.29274
15197	AL136172.1	0.555237
15198	AL136181.1	0.445946
15199	AL136221.1	0.314342
15200	AL136226.1	0.511222
15201	AL136228.1	0.504702
15202	AL136231.1	0.421918
15203	AL136234.1	0.404011
15204	AL136295.1	0.512044
15205	AL136295.2	0.390897
15206	AL136295.3	0.612941
15207	AL136295.4	0.576189
15208	AL136295.5	0.567945
15209	AL136295.6	0.468085
15210	AL136295.7	0.446667
15211	AL136298.1	0.3927615
15212	AL136298.2	0.429299
15213	AL136298.3	0.447191
15214	AL136301.1	0.597156
15215	AL136304.1	0.430255
15216	AL136307.1	0.549878
15217	AL136309.1	0.541245
15218	AL136309.2	0.466403
15219	AL136309.3	0.545113
15220	AL136309.4	0.492188
15221	AL136310.1	0.359327
15222	AL136311.1	0.420375143
15223	AL136313.1	0.361386
15224	AL136317.1	0.606195
15225	AL136317.2	0.378438
15226	AL136317.3	0.581678
15227	AL136320.1	0.444186
15228	AL136322.1	0.417883
15229	AL136359.1	0.423009
15230	AL136360.1	0.368947
15231	AL136360.2	0.452668
15232	AL136361.1	0.547431
15233	AL136363.1	0.373887
15234	AL136363.2	0.388954
15235	AL136366.1	0.424062
15236	AL136368.1	0.458853
15237	AL136369.1	0.418033
15238	AL136369.2	0.424581
15239	AL136370.1	0.293777
15240	AL136372.1	0.407895
15241	AL136373.1	0.652174
15242	AL136376.1	0.516505
15243	AL136379.1	0.560038
15244	AL136380.1	0.537037
15245	AL136380.2	0.5
15246	AL136418.1	0.41641
15247	AL136439.1	0.527842
15248	AL136452.1	0.460137
15249	AL136454.1	0.429185
15250	AL136455.1	0.444355
15251	AL136460.1	0.369979
15252	AL136501.1	0.427848
15253	AL136520.1	0.3873135
15254	AL136526.1	0.413981
15255	AL136528.1	0.52122
15256	AL136528.2	0.569801
15257	AL136529.1	0.519672
15258	AL136531.1	0.48125
15259	AL136531.2	0.5663625
15260	AL136531.3	0.49672
15261	AL136537.1	0.443754
15262	AL136537.2	0.361389
15263	AL136964.1	0.355518
15264	AL136967.1	0.512472
15265	AL136967.2	0.51817
15266	AL136968.1	0.496829
15267	AL136968.2	0.468927
15268	AL136972.1	0.373219
15269	AL136979.1	0.4648415
15270	AL136980.1	0.357274
15271	AL136981.1	0.486817
15272	AL136981.2	0.355586
15273	AL136982.1	0.458114
15274	AL136982.2	0.581197
15275	AL136982.3	0.373547
15276	AL136982.4	0.528736
15277	AL136982.5	0.581633
15278	AL136982.6	0.43538
15279	AL136982.7	0.63871
15280	AL136984.1	0.360803
15281	AL136985.1	0.43038
15282	AL136985.2	0.465421
15283	AL136985.3	0.426297
15284	AL136987.1	0.419192
15285	AL136987.2	0.412281
15286	AL136988.1	0.550049
15287	AL136988.2	0.442509
15288	AL137000.1	0.398714
15289	AL137001.1	0.356784
15290	AL137002.1	0.521978
15291	AL137002.2	0.604558
15292	AL137003.1	0.5903185
15293	AL137003.2	0.34082
15294	AL137005.1	0.49096
15295	AL137013.1	0.415309
15296	AL137014.1	0.386623
15297	AL137022.1	0.535714
15298	AL137024.1	0.471154
15299	AL137025.1	0.414634
15300	AL137026.1	0.565589
15301	AL137026.2	0.542212
15302	AL137027.1	0.524775
15303	AL137028.1	0.704505
15304	AL137028.2	0.636719
15305	AL137058.1	0.53861
15306	AL137058.2	0.499995667
15307	AL137058.3	0.386576
15308	AL137060.1	0.586103
15309	AL137067.1	0.425
15310	AL137067.2	0.526718
15311	AL137071.1	0.489712
15312	AL137072.1	0.409871
15313	AL137074.1	0.432258
15314	AL137076.1	0.479129
15315	AL137077.1	0.496212
15316	AL137077.2	0.512438
15317	AL137078.1	0.507426
15318	AL137078.2	0.415094
15319	AL137100.1	0.408642
15320	AL137100.2	0.403175
15321	AL137127.1	0.559377
15322	AL137129.1	0.370833
15323	AL137141.1	0.407568
15324	AL137145.1	0.413568
15325	AL137145.2	0.479909
15326	AL137159.1	0.40625
15327	AL137161.1	0.515385
15328	AL137186.1	0.5125
15329	AL137186.2	0.559086
15330	AL137190.1	0.521277
15331	AL137191.1	0.470516
15332	AL137220.1	0.373676
15333	AL137222.1	0.519793
15334	AL137224.1	0.475578
15335	AL137230.1	0.441876667
15336	AL137230.2	0.524336
15337	AL137244.1	0.449711
15338	AL137246.1	0.324463
15339	AL137246.2	0.418429
15340	AL137247.1	0.434555
15341	AL137779.1	0.507513
15342	AL137779.2	0.571429
15343	AL137779.3	0.429355
15344	AL137782.1	0.424076
15345	AL137783.1	0.387131
15346	AL137784.1	0.497987
15347	AL137784.2	0.577
15348	AL137784.3	0.520105
15349	AL137785.1	0.44898
15350	AL137786.1	0.5533435
15351	AL137789.1	0.42826575
15352	AL137790.1	0.440678
15353	AL137792.1	0.450628
15354	AL137792.2	0.412766
